text,subject,fake
"WASHINGTON (Reuters) - The U.S. Supreme Court on Monday cleared the way for prosecutors to pursue bribery charges against Democratic Senator Robert Menendez of New Jersey, rejecting his bid to have the case involving donations from a Florida ophthalmologist thrown out. The justices left in place a lower court’s refusal to dismiss a corruption indictment against Mendendez, who had argued that a provision in the U.S. Constitution shielded him from prosecution.  In 2015, a grand jury indicted Menendez on charges of bribery, fraud and with making false statements in his annual financial disclosure forms by failing to list gifts he received from a wealthy friend, Florida ophthalmologist Salomon Melgen.  Prosecutors allege Menendez accepted campaign donations and gifts, including a stay at a Caribbean villa and private jet flights, from Melgen in exchange for interceding in various matters on his friend’s behalf, including an $8.9 million Medicare billing dispute. Menendez and Melgen have pleaded not guilty to the charges they faced in the 22-count indictment. Menendez argued that his actions were protected by the Constitution’s “speech or debate” clause, which offers broad protection to members of Congress against prosecution for actions they undertake as legislators. Last July, the 3rd U.S. Circuit Court of Appeals in Philadelphia ruled that Menendez’s actions amounted to “essentially lobbying on behalf of a particular party,” and thus outside the “safe harbor” provided in the Constitution. ",politicsNews,0
"SEOUL (Reuters) - South Korea will join three U.S. aircraft carrier strike groups in a joint drill scheduled for Nov. 11 to 14, the South s military said on Friday. South Korean naval vessels will participate in the drill in waters off the east coast, the South s joint chiefs of staff said in a statement. The Pentagon said on Wednesday the drill involving three aircraft carrier strike groups in the Western Pacific would be carried out for the first time in a decade, confirming a Reuters report. A total of seven South Korean navy vessels, including Aegis-equipped warships, will participate in the drill, the statement said, to accompany 14 U.S. naval warships. During the joint drill, the two countries will practice air operations, air artillery strikes and aircraft carrier escorts to test their ability to jointly carry out such operations. The drill is also in response to North Korean nuclear and missile provocations, the South s military said, and to show any such developments by Pyongyang can be repelled with  overwhelming force . ",worldnews,0
"CAIRO (Reuters) - The death toll in a militant attack on a mosque in Egypt s north Sinai region has risen to 235, Egyptian state television reported, quoting the public prosecutor. ",worldnews,0
"KIEV (Reuters) - Ukrainian lawmakers voted through a long-delayed overhaul of the health system on Thursday that the state s Western backers say will raise standards and tackle a culture of bribe-taking in surgeries and hospitals. The European Union and the International Monetary Fund have been pressing for faster reform is a country where lives are more than five years shorter than the European average, according to the World Health Organization. But opponents of the changes, including many opposition MPs, say the more Western-style system will force patients to pay for their medicines for the first time, leaving the poorest with no healthcare. The legislation lets patients choose their own doctor, rather than have one foisted on them - a move the government said would encourage medics to improve service and give them less opportunity to demand kickbacks for treatment. The bill also sets out which medicines are paid for by the state and which ones patients will have to buy themselves. Backers have said it would be clearer than the present system, where medicines are in theory covered by the state, but patients often have to pay to get hold of pills when supplies run short. The government s task is to provide a quality medical system for citizens rather than  do nothing and tolerate the misery that we have in Ukrainian hospitals,  Prime Minister Volodymyr Groysman told parliament after the vote passed. The government has been pushing for closer links to the European Union since a popular uprising ousted pro-Russian former president Viktor Yanukovich in 2014. Ambassadors from the G7 leading powers released a statement saying the legislation was  a sign that Ukraine is ready and committed to moving forward with its vital reforms . The legislation, which was steered by the United States-born acting Health Minister Ulana Suprun, has undergone 893 amendments and faced repeated criticism, including from Olga Bogomolets, the head of the parliamentary healthcare committee. Bogomolets said on Facebook on Thursday the changes would result in hospital closures and fewer doctors and medicines in rural areas, calling them tantamount to  genocide .  Supporters of the changes say vested interests who benefit from corruption in the current system spread scare stories about the reform.    Protesters camped outside parliament this week accusing President Petro Poroshenko of stalling on other legislation, including the creation of special anti-corruption courts and a move to strip lawmakers of automatic immunity.",worldnews,0
"MADRID (Reuters) - Armed police in Spain have raided several print works and newspaper offices in Catalonia in recent days in a hunt for voting papers, ballot boxes and leaflets to be used in an Oct. 1 independence referendum which Madrid vehemently opposes. The searches are part of a concerted effort by the government to prevent the ballot from going ahead, amid fears that a vote to break away could trigger a political crisis even if Spain does not recognize the outcome. On Friday, the government passed measures to tighten control over the region s spending to stop it using state cash to pay for the ballot, and earlier this week Madrid summoned over 700 Catalan mayors for questioning over their support for the vote.  They ve lost the plot,  said Albert Batet, mayor of the town of Valls and one of those summoned for questioning.  They are persecuting mayors, the press, printers. They are stretching the limits of democracy.  Catalonia s president Carles Puigdemont, who faces criminal charges for organizing the referendum, says he has over 6,000 ballot boxes ready to deploy next month, but their whereabouts are a secret.  Right now, we have no idea where they are,  said Toni Castejon, spokesman for the Catalan police force union. A spokesman for the Catalan regional government declined to say where the ballot boxes were or how the government was going to get them out of hiding to voting stations on Oct. 1. On Friday, police confiscated 100,000 campaign leaflets in a raid in Catalonia, the Interior Ministry said, without saying where. Catalonia s top court issued a warning on Friday to seven newspapers, many of them online, not to publish campaign notices for the referendum, a court spokesman said on Saturday. At the offices of Catalan newspaper El Vallenc in Valls, some 50 km west of Barcelona, six armed police knocked on the door last Saturday with a warrant to search the offices, said its editor, Francesc Fabregas. The search lasted five-and-a-half hours.  They didn t say what they were looking for,  Fabregas told Reuters, adding that he had not printed any voting papers. The raid led to an impromptu crowd gathering outside the building, with people singing the Catalan anthem and waving slips of paper chanting  Where are the ballot papers? .  When people saw that the streets had been cut off they started coming over with banners, they handed out roses to the police - the street turned into a party,  said Fabregas. For some supporters of the independence movement, the search for the ballot boxes and voting papers has become a symbol of what they see as state repression. Images of the Catalan police force - the Mossos d Esquadra - seizing what for many are symbols of democracy would be highly inflammatory, police say. The Mossos report to the Catalan regional government and are highly regarded by Catalans, particularly after their handling of the Islamist militant attacks in the region in August that killed 16. But Spanish state prosecutors have ordered all police - including the Catalan force - to act.  What no one wants is the image of the Mossos taking away the ballot boxes,  said Castejon of the police union.  That would lead to a lot of anger and even civil unrest.  Madrid has the constitutional power to take over a regional government or send in the police to force Catalonia to drop the vote, but either step would rock Spain s decentralized model of government where power is devolved to 17 self-governed regions. Although polls show less than half of Catalonia s 5.5 million voters want self-rule, most in the wealthy northeastern region want the chance to vote on the issue, causing unease that is beginning to be felt in financial markets. The Budget Ministry said that uncertainty created by the stand-off could damage the economy and push up sovereign borrowing costs. Some investors sold Spanish government bonds and switched to Italian debt earlier this week. Puigdemont and Barcelona mayor Ada Colau on Friday appealed to the Spanish government for dialogue to avert a crisis. But Puigdemont has shown no signs of backing down.  Does anyone think we re not going to vote? What kind of people do they take us for?  he said to cheering crowds from a stage in a bull-ring in Tarragona to launch the referendum campaign on Thursday. ",worldnews,0
"ISTANBUL (Reuters) - Thousands of Turkish volunteers are ready to fight in Kirkuk and other Iraqi cities to defend the country s Turkmen population, the head of Turkey s nationalist opposition said on Wednesday. Devlet Bahceli said the minority Turkmen, who have close ethnic ties to Turkey, would not be abandoned in Kirkuk.  The city, home to Kurds, Arabs and Turkmens, has been controlled by Kurdish peshmerga fighters since 2014 and Kurdish authorities included it in this week s referendum for Kurdish independence in northern Iraq, angering the Baghdad government. On Wednesday Iraq s parliament asked Prime Minister Haider al-Abadi to send troops to take control of Kirkuk s oilfields, raising the possibility of military confrontation.  At least 5,000 nationalist volunteers are ready and waiting to join the fight of existence, unity and peace in the Turkish cities where Turkmens live, notably Kirkuk,  Bahceli, the head of Turkey s Nationalist Movement Party (MHP) said in a statement on the party s website.  The Turkmens are not unprotected and alone. They will never be abandoned to painful ethnic genocide and statelessness. Our decision is definite, our position is clear, our word is our bond,  Bahceli said. Bahceli s party is not in government and does not set policy, but its staunchly nationalist agenda reflects the views of a segment of Turkish society which fiercely opposes the idea of an independent Kurdistan and supports Iraq s Turkmens. Turkey has the largest Kurdish population in the region and fears that the referendum in northern Iraq will fuel separatism in its southeast where Kurdish PKK fighters have waged an insurgency for three decades. Turkey s Foreign Minister Mevlut Cavusoglu also warned this week that Ankara would intervene militarily if the Turkmen population in Iraq was targeted. ",worldnews,0
"(Reuters) - Parliamentary elections in September showed that Russians do support their government, Russia’s President Vladimir Putin said on Wednesday. Putin cemented his supremacy over Russia’s political system when his ruling United Russia party took three quarters of the seats in parliament in Sept. 18 elections, paving the way for him to run for a fourth term as president. ",politicsNews,0
"NEW YORK (Reuters) - U.S. Senate Democratic leader Chuck Schumer on Monday said lawmakers from his party  insist  Puerto Rico be included in any supplemental federal disaster relief packages for hurricanes Harvey and Irma.  Hurricane Maria slammed Puerto Rico last week, tearing apart buildings and infrastructure, flooding communities and downing communications to nearly all of the U.S. territory s 3.4 million residents.   Puerto Rico has taken a serious punch to the gut,  Schumer said during his opening remarks on the Senate floor.  They need our help they, need it now.  Schumer also urged his constituents to add the U.S. Virgin Islands, which were ravaged by Hurricane Irma several weeks ago, and western U.S. states ravaged by wildfires to future hurricane-related federal relief packages. He asked for additional aid packages to be prepared quickly. President Donald Trump signed a bill on Sept. 8 extending the government debt limit for three months and providing about $15 billion in aid for states struck by Hurricane Harvey Hurricane Irma. Puerto Ricans are U.S. residents but they do not pay federal income tax or vote in presidential elections. There is a growing movement by residents to have their island become the 51st U.S. state, giving them more access to federal funds and the right to vote for U.S. president. ",worldnews,0
"BERLIN (Reuters) - Germany s Greens need to compromise on immigration policy if talks on forming a new governing coalition are to succeed, the leader of the Free Democrats (FDP) said, putting the chances of a deal at 50-50. Chancellor Angela Merkel is trying to form a coalition with the FDP and Greens after her conservatives lost support to the far right in a federal election last month. The three-way alliance is untested at national level.  I still see the biggest differences with the Greens,  FDP leader Christian Lindner said of immigration policy in an interview with the Rheinische Post newspaper.  Germany is at the limit of what the majority are ready to provide in humanitarian aid,  he said, adding that  realism cannot be sacrificed in a readiness for coalition.  The three parties found common ground in areas of social policy and digital infrastructure during talks on Monday, but remained far apart on issues of immigration, fiscal and climate policies that divided them last week. Lindner said the Greens did not represent the majority of Germans on the issue of family reunification - allowing foreigners to join loved ones granted asylum in Germany. That is one of the most contentious issues in the coalition talks. All the parties are eager to show the public they are taking measures to prevent a repeat of 2015, when Merkel s decision to welcome people fleeing wars and persecution led to the largest influx of asylum seekers in the post-war years. But the Greens may not accept a conservative plan to suspend the right to family reunions for asylum seekers who have only been granted so-called subsidiary protection, starting in March 2018. The Greens say that would hamper integration. Those given subsidiary protection are given one-year visas that can be renewed, because it is deemed their home country is not safe. But they do not have full refugee status that would give them the right to stay.  In the first phase, we haven t come close to solutions to conflicts,  Lindner said of the exploratory talks on a  Jamaica  coalition, so called because the parties  colors match those of the Jamaican national flag.  Therefore, I still see the chances for Jamaica at 50-50.  European reform is another area of contention between the three party groups. The FDP welcomed French President Emmanuel Macron s push for European integration and would like more security cooperation, Lindner said, but he resisted closer budget and fiscal ties.  We would like to facilitate investment in the euro area. If there is a lack of money for that, we can talk. But joint liability, common risks - whether for national debt or deposits at our savings banks, cooperative banks or private banks - there is no room for maneuver there for the FDP,  he said. ",worldnews,0
"MILAN (Reuters) - Pope Francis on Sunday called on world leaders to work in favor of nuclear disarmament to protect human rights, particularly those of weaker and underprivileged people. The pontiff said that there was a need to  work with determination to build a world without nuclear weapons , speaking from the window of the papal apartment overlooking St. Peter s Square and citing his 2015 encyclical letter Laudato Si (Praised Be). His remarks came on the day that the group which won this year s Nobel Peace Prize urged nuclear nations to adopt a U.N. treaty banning atomic weapons. With rising tensions between the United States and North Korea, the pope has repeatedly warned against the catastrophic humanitarian and environmental effects of nuclear devices and has called for a third country to mediate the dispute. At his weekly Angelus prayer, Pope Francis added that men and women in the world had  the liberty, the intelligence and the capacity to guide technology, limit their power, at the service of peace and true progress . Speaking aboard the plane back from his trip to Myanmar and Bangladesh, the pope suggested that some world leaders had an  irrational  attitude toward nuclear weapons. Last month he appeared to harden the Catholic Church s teaching against nuclear weapons, saying countries should not stockpile them, even for the purpose of deterrence. Pope Francis, a strong defender of environmental protection,  also hoped that an upcoming Paris summit would adopt  efficient decisions  to contrast climate change. ",worldnews,0
"ROME (Reuters) - Italian Prime Minister Paolo Gentiloni s government on Tuesday called a series of confidence votes to pass a new electoral law as the anti-establishment 5-Star Movement, which is likely to be hurt by the new legislation, pledged to protest on the streets. The government is resorting to the confidence votes to avoid secret voting in the Senate, where it has a narrow majority and at least four members of the ruling Democratic Party have said they will not cast a ballot. The confidence votes will be held by open ballot starting on Wednesday afternoon, with the final confidence vote to be held on Thursday. The government is forced to resign if it loses such a vote.  A centrist group that is not formally part of the government s majority has said it will provide up to 10 votes to help pass the law if needed. The bill, dubbed the Rosatellum, is supported by the Democratic Party (PD) and mainstream center-right opposition parties. It favors parties which group together ahead of the election.  It is likely to hurt 5-Star, which refuses to join any alliance, and left-wing parties that do not want to join a coalition with the PD. The 5-Star Movement, which tops many opinion polls, has called a street protest in front of the Senate for Wednesday afternoon, against what it sees as an attempt by its mainstream rivals to scupper its chances at the election.  It will be joined by the leftist Democratic and Progressive Movement (MDP), which split from the PD this year, and other small left-wing groups.   Apart from the PD, the legislation is supported by Silvio Berlusconi s center-right Forza Italia (Go Italy!) and the right-wing Northern League. The Rosatellum is the best compromise possible among political adversaries, according to the PD parliamentary party leader, Ettore Rosato, after whom the reform has been named. In two separate rulings, the Constitutional Court struck down previous laws, leaving the upper and lower houses with different rules. President Sergio Mattarella has called on parliament to come up with a mew electoral law that applies equally to both houses before a national vote, due by May of next year.  All previous attempts to harmonize the rules have failed, most recently in June when dissident deputies used a secret vote to up-end part of the proposed legislation. While the current law would harmonize rules for both houses, polls suggest it will not hand any coalition or party a clear mandate to govern.  The proposed election law would distribute almost two-thirds of the seats in parliament on a proportional basis, while a third would be decided in a first-past-the-post vote on specific candidates. Coalitions would need to get 10 percent of the national vote to get into parliament, while parties running alone would need only 3 percent. Candidates would be chosen by party chiefs. ",worldnews,0
"WASHINGTON (Reuters) - The New York Times said on Thursday that it stands by its story about two women who say Republican presidential candidate Donald Trump made inappropriate advances, and rebutted claims by a lawyer for Trump that the story is libelous. “Nothing in our article has had the slightest effect on the reputation that Mr. Trump, through his own words and actions, has already created for himself,” David McCraw, vice president and assistant general counsel for the newspaper, said in a letter to Trump’s lawyer. If Trump disagrees that the story was libelous, “we welcome the opportunity to have a court set him straight,” McCraw said in the letter. ",politicsNews,0
 ,politics,1
"If you ve ever watched the Hunger Games movies you know that Effie Trinket is a psychotic woman who looks at murder as a game. She plays along with the Hunger Games and expects everyone else to just ignore the horror going on around them. She sends the young tributes out to play the game knowing all but one will be murdered.Hillary Clinton is our very own Effie Trinket playing along in a very sick game of politics and murder. Wonder if she s even thinking about the families of the murdered American heroes.Hillary Laughs at GOPer s Benghazi Question, Immediately Scolded:  It s Not Funny ",Government News,1
 ,politics,1
"A member of President Trump s  Diversity Council  is threatening to quit because he opposes Trump s cancelation of DACA. Bye Bye!Trump diversity council member tells @Acosta he may quit the council if Trump moves ahead to end DACA https://t.co/CCn90EgSdn  CNN Newsroom (@CNNnewsroom) September 4, 2017 I want to remind him and his team that from an economic standpoint, and again, we re business people if you look at this from a purely economic standpoint again, none of these young people gets government benefits of any sorts so they re not costing us anything. They pay over $2 billion in taxes Is anyone else out there sick of the American people being told illegals cost nothing?DACA Will Cost Americans And Their Government A Huge Amount of Money.On average, people with college degrees pay more in taxes than they receive in government benefits. People without a degree consume more taxes than they pay to federal, state and local tax officials.In 2013, a Heritage Foundation study showed that amnesty for 11 million illegals would spike federal spending by $6,300 billion over the next five decades. That is roughly equivalent to $550,000 per illegal, or $10,000 per illegal per year, much of which will be spent when the immigrant becomes eligible for Social Security and Medicare. That cost estimate does not include the extra costs created when immigrants use their new legal powers as a citizen to bring in more low-skilled migrants.If those 3 million DACA people and their parents soon become legal residents or citizens, then Obama s DACA will cost Americans roughly $1,700 billion over the next 50 years, according to Heritage Foundation s numbers.Moreover, the DACA migrants add to the flood of illegal labor that has driven down wages for ordinary Americans, including urban youths and recent immigrants. Currently, Americans lose roughly $500 billion a year from their salaries because of the immigration tax caused by cheap labor according to the academies  report.Via: GP",Government News,1
"Rep. Maxine Waters (D., Calif.) Monday accused President Donald Trump of having a tendency to target women and people of color for his ire.Waters spoke uninterrupted for almost four minutes on MSNBC s  The Beat  about the Trump Administration s handling of the aftermath of Army Sgt. La David Johnson s death in Niger. She called on Trump and his Chief of Staff John Kelly to apologize to widow Myeshia Johnson and Rep. Frederica Wilson (D., Fla.), going on to criticize Trump s disrespect for women and minorities in general. He seems to have this tendency to talk down to people of color, to treat them with disrespect, and I think this adds to it,  Waters said.  First of all, he called [Wilson] wacky. Secondly, that he didn t back down, that he simply talked about her in a way that was not respectful I think that yes, I think this adds to the suspicion of him and the way that he thinks about minorities and black people in particular. She said Kelly was also wrong in her criticism of Wilson s 2015 speech, and she said she had the backing of the Congressional Black Caucus in saying the Trump Administration needs to do more to respect black women. All of the women of the Congressional Black Caucus have come together and we re demanding an apology,  she said.  We re sick and tired of women being undermined, dismissed, and black women, in particular, being called names. Waters also criticized Trump s overall leadership. He has the most distorted leadership of any president I ve ever known or heard about,  Waters said.  Here he had the opportunity to make the condolence call, to do it properly, to recognize this family and their grieving, and also to know the name of the soldier who had been killed. It is so unconscionable in the way that he manages his leadership,  she added.Waters also said Kelly s credibility has been damaged. General Kelly has had a good career, and to have his career basically undermined by the president of the United States because he s trying to protect the president and stand up for the president when the president did not deserve to be stood up for, now he s damaged himself,  Waters said.  He needs to call the congresswoman and apologize. ",politics,1
"Trayvon s dad sounds more logical and  Presidential  than Obama when it comes to discussing the truth about black on black crime. Maybe he wasn t so far off the mark when Obama said Trayvon could be his son?While Trayvon Martin s mother is traipsing around the country as part of Hillary Clinton s pander tour and trying to convince everyone that her sweet little angel was gunned down by a racist system, Trayvon s father actually had something intelligent to say on the issue of race. In defiance of Black Lives Matter, Tracy Martin said that the movement is meaningless as long as blacks continue to kill each other.Tracy Martin was speaking before the 30th Annual Charles W. Kegley Memorial Institute of Ethics at California State Bakersfield on Tuesday when he uttered the words that will drive BLM into a frenzy. We gonna keep killing one another. I tell people all the time that we are committing genocide,  said Martin.And then here s the thing that if a white guy said it would be considered the most racist statement ever: We re on the brink of extinction at the way these shootings and killings are going on. We keep the funeral homes and the penal system in business. When are we going to wake up? I m a realist. We can t sit up and scream that black lives matter at any other ethnicity group if Black lives don t matter to Black people,  he said.This is what I find interesting here: Black Lives Matter is a movement that was created because of Trayvon Martin s death and it is a fact that the black activists get super-pissed off when anyone suggests that black-on-black violence is more of a pressing issue than hyped up and fictionalized racism. But this is the father of the person who spawned the movement saying that blacks killing blacks is the real problem. Something s gotta give.This could cause the movement to collapse on itself, creating a racism supernova that neither race-hustling nor manufactured outrage can escape.Unfortunately not everything that Tracy Martin said was as spot-on as his black-on-black crime observation. He said the way he wanted Trayvon to be remembered was,  not as the iconic image of the hoodie, but as the African-American boy who galvanized the country. To galvanize generally means uniting people to action behind a common cause. That is the complete opposite of what Trayvon Martin s death did to this country. Besides birthing the BLM movement, the Trayvon Martin shooting and subsequent trial divided this nation along racial lines at ten times the rate of Barack Obama s efforts.Though he wouldn t use the name of the man who defended his life against a violent attack by his son, Tracy Martin characterized George Zimmerman as  guilty  and   the man who pulled the trigger and killed an innocent. And then there s this: Trust me when I say that white America can t survive without Black America,  said Martin.Never trust someone who says  trust me  they are always lying.I know that when other black celebrities have spoken on the issue of black-on-black violence, they have been shouted down by the black activists and labeled  Uncle Toms.  It will be interesting to see how the black outrage machine deals with Tracy Martin, father of the father of Black Lives Matter, saying that black lives have to first matter to black people before they will mater to anyone else. Via: Downtrend",left-news,1
"People have called former President George W. Bush lots of things. War criminal. Worst President Ever. Terrorist. Dipshit. F*ckface. But it is doubtful that any African-American man, woman, or child (especially after his response to Hurricane Katrina) would ever call him  my nigga. While Republicans are understandably confused by Larry Wilmore s term of endearment for the President at the Correspondents  Dinner   after all, they are used to calling him the  -er  variation of the word rather than the one Wilmore used   many view Wilmore s ability to infuriate the right in this manner as the only redeeming aspect of his otherwise godawful comedy routine. So, Mr. President, I m going to keep it a hundred. Yo Barry, you did it, my n*gga,  Wilmore said at the dinner, a phrase that most recognized as a positive remark but the Right felt was a reminder of that  n-word  thing they don t get to use when referencing President Obama.Upon hearing Wilmore call the President  my nigga,  Fox host Todd Starnes, for example, nearly exploded into a noxious cloud of rage and envy after hearing Wilmore use a variation of something that he s been screaming inside his head for years as he pretended that Wilmore s words were somehow offensive. Sharing in Starnes  feigned outrage is conservative talk show host and imbecile Jimmy Mathis, who threw an almost temper tantrum on Sunday over Wilmore s ability to use the word.Suddenly, for the first time in his presidency, Mathis feels that Barack Obama deserves  respect.  That s   the jealousy felt by the Stupid Part of America that is so pervasive that they are now talking about  respecting this President   the same one they have been screaming about for years.Mathis said that public figures like Wilmore (and, presumably, Fox News hosts and other noted right-wing icons) should   go above and beyond to try to be as respectful to the individual and the office as possible    a complete departure from what typically happens in conservative media. Mathis whined that no one called President George W. Bush  my nigga : And then you have Larry Wilmore Correct me if I m wrong, I don t remember anybody while roasting [President George Bush] dropped the N-word in the final White House Correspondents Dinner.If I were President Obama, I would have walked off that stage, I would have walked off. No way you re going to disrespect me and the office. This is not a P.C. society thing. I can t imagine standing feet from the President of the United States and saying that,  Mathis said, though like all conservatives it s probably something that is a commonly recurring theme in his dreams.Here s a thought for Mathis: right now, at this very moment in time, the Republican frontrunner is endorsed by the KKK. Until you condemn that, the rest of us   especially people you regularly dismissively call  the blacks  or worse   don t give a damn what you think about a black man saying  my nigga. Listen to his feigned outrage below, with a bonus caller who says a bunch of racist stuff Mathis accepts without question:Featured image via screengrab",News,1
"***WARNING***This video is very disturbing!Try to imagine this brave man who voluntarily enlisted in our US military, traveled halfway around the world to Afghanistan where he risked his life to defend our nation against some of the most evil people on the planet, only to come home to some of the most evil people in America shouting,  F*ck off Nazi scum!  in his face. The saddest part of this video is watching the Afghanistan veteran actually attempt to have dialogue with these anti-American jack-asses, who are likely only there to collect a paycheck from George Soros.The crime of attending the free-speech rally in and of itself, was enough to anger these anti-Americans, but the moment this veteran admitted to supporting President Trump, the angry Alt-Left crowd began to come unhinged. Would this video of an Afghanistan veteran, who appears to be all by himself in a large group of violent, Soros funded Antifa thugs,  be splashed all over every network in America if he was verbally assaulted by this group of masked cowards for defending Barack Obama during his presidency? If we didn t know better, we d almost think there was a double standard in America.Antifa assembled at the entry point of the free speech rally. pic.twitter.com/FaXVdnbfD0  Kirk and Callahan (@KirkAndCallahan) August 19, 2017There is no place for these types of violent, masked cowards in America. President Trump was correct to not defend these Antifa thugs, who ve been laying low in their parent s basements after they got pummeled by conservatives who fought back against their attacks in California.",politics,1
"Fox News commentator Charles Krauthammer wrote a column discussing Donald Trump s mental health on Thursday and he did not hold back.Krauthammer, who happens to be a board-certified psychiatrist, strongly rebuked the Republican nominee for viciously attacking Khizr Khan and his wife Ghazala, who lost their son Humayun when he sacrificed his life to save his fellow American soldiers in Iraq. It reveals a shocking absence of elementary decency and of natural empathy for the most profound of human sorrows   parental grief,  Krauthammer wrote.  It wasn t a mistake. It was a revelation. Krauthammer then put his psychiatry skills to work, slamming Trump s narcissism and thin skin. Trump s hypersensitivity and unedited, untempered Pavlovian responses are, shall we say, unusual in both ferocity and predictability.This is beyond narcissism. I used to think Trump was an 11-year-old, an undeveloped schoolyard bully. I was off by about 10 years. His needs are more primitive, an infantile hunger for approval and praise, a craving that can never be satisfied. He lives in a cocoon of solipsism where the world outside himself has value   indeed exists   only insofar as it sustains and inflates him. Krauthammer went on to say that Trump is struggling to  pass the threshold test for acceptability,  comparing this year s election to the 1980 Election in which Reagan defeated incumbent President Jimmy Carter.  Trump badly needs to pass that threshold,  he wrote.  If character is destiny, he won t. Indeed, Trump is definitely no Ronald Reagan. Reagan spoke positively about America and the future while Trump is all gloom and doom and doesn t know when to keep his mouth shut.Krauthammer is not the only mental health professional who has talked about Trump s mental health status either.Dr. Drew Pinsky appeared on CNN earlier this week and expressed concern about Trump s temperament and impulsiveness. The question, though, is, are some of the reckless qualities that everyone is getting so disturbed about on the campaign going to be translated into office should he get elected? That s a pretty hard thing to predict. I don t know if this is just somebody playing politics, or is this somebody who really can t contain their impulses? When I hear people that are impulsive with their speech, I worry about hypomania and bipolar types of conditions. Pinsky went on to question the mental stability of Trump s supporters.Clearly, there is something wrong with Donald Trump and he is not fit to be president of the United States at a time when there is so much conflict and upheaval in the world. We need a steady hand at the helm, not a hand that lashes out over every little slight and criticism, especially when that hand belongs to a man who is obsessed with using nuclear weapons. Mental instability and access to the nuclear codes would be a dangerous combination.Featured Image: John Moore/Getty Images",News,1
"Melania Trump has proved over the past year that she is just as dishonest as her husband. Now it appears that she committed perjury by lying under oath about her nonexistent college degree.Shortly after she was busted plagiarizing her speech at the Republican National Convention, stealing an entire paragraph from Michelle Obama, it came to light that she was also full of sh*t when she claimed that she had graduated from the University of Ljubljana in Slovenia with a degree in architecture. In truth, Melania dropped out after her freshman year when she moved to the United States to pursue her modeling career, possibly under a visa that was less than legal. When the blatant lie surfaced, her website promptly pulled her bio.But now, it looks like she didn t just lie to the general public about having a degree, she also lied in court while testifying under oath, which happens to make her guilty of committing perjury.According to a report by Racked.com, the case involved her caviar skincare line, which never made it off the ground. The line was promoted on Good Morning America, her husband s show The Apprentice and on CNBC. But when all was said and done, the skin care products never became a reality. The contract for the line was trashed when Steve Hilbert, who was a personal friend, was fired from the cosmetic company she was working with, New Sunshine LLC.The situation eventually resulted in a lawsuit and Melania was asked to testify in court. She told the judge how angry and frustrated she was that she had worked so hard to promote the product line that the company ultimately never launched. And here s where it gets interesting.The attorney asked Melania various questions about her personal background and according to the transcripts, she was less than truthful. Where were you born, Mrs. Trump?  the attorney asked. I was born in Slovenia,  she answered. Would you please explain to the Judge your formal education including what schools you attended and from which you graduated?  the attorney requested. I attended and graduated from design school, from fashion and Industrial Design School and also attended, graduated from architecture degree, bachelor degree,  she testified under oath.Court transcripts of Melania Trump s testimony via Racked.com screen shot.As already established, this is a boldfaced lie because she dropped out after attending classes for only one year.Perjury is a criminal offense that is not to be taken lightly. Being convicted of perjury in a federal case can land you behind bars for up to five years and get you slapped with hefty fines. Perjury in state cases is punishable by a minimum of a year in jail. Republicans certainly can t stop screaming  perjury  when it comes to Hillary Clinton, but surely this fickle bunch will have no trouble ignoring it altogether in Melania s case.Featured image via Alex Wong/Getty Images",News,1
"Now that she s finally beaten the old cranky socialist in one state .Hillary s on fire! Hillary tells crowd,  We don t need to make America great again, it s already great.  The big question is, can Hillary do everything she promised from a jail cell?The best part of her speech is when she reminds the crowd that her campaign is being funded by the Clinton Slush Fund, Hollywood vagina voters and Wall Street grassroots donors. Hillary says,  Tomorrow this campaign goes national . Maybe I m missing something but hasn t it been national for a long time? Hasn t everyone known she s been running for president for the last 25 years? Grass roots donors are powering this campaign.  That s rich, given her big donor backing is the bulwark her campaign. She then begs for people to go to her website and donate money. This victory is for the parents and teachers in rural South Carolina , she says with affected accent.She s clearly positioning herself as the  unifier .  We re going to start by working together, with more love and kindness in our hearts and more respect for each other, even when we disagree.  And she s already telegraphing how she would attack Trump, if he were the nominee.  Despite what you hear, we don t need to make America great again, America has never stopped being great. But we do need to make America whole again. Instead of building walls, we need to be tearing down barriers. She then went on to lie about the facts in several high profile deaths of black young people.Hillary finds her manufactured southern drawl at about the 1:55 mark. https://youtu.be/W7gWvv6WfawVia: Weasel Zippers",left-news,1
